Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel
2019,Volkswagen Group of,Audi,A4 quattro,VGA,20,30.3882,46.1393,35.9038,23.4534,33.5185,27.1178
2019,Volkswagen Group of,Audi,S4,VGA,31,26.4477,42.2309,31.795,20.8529,29.5474,24.0356
2019,BMW,BMW,430i Coupe,BMX,400,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016
2019,BMW,BMW,430i Coupe,BMX,401,26.8967,48.1712,33.568,21.1763,33.2625,25.3157
2019,BMW,BMW,430i Gran Coupe,BMX,408,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016
2019,BMW,BMW,430i xDrive Coupe,BMX,402,29.8277,47.5509,35.8387,23.2643,32.8791,26.7896
2019,BMW,BMW,430i xDrive Gran Coupe,BMX,409,29.8277,47.5509,35.8387,23.2643,32.8791,26.7896
2019,BMW,BMW,440i Coupe,BMX,410,26.9078,46.6985,33.2486,21.1842,32.3505,25.0797
2019,BMW,BMW,440i Coupe,BMX,411,23.0872,40.2037,28.5586,18.4028,28.2569,21.8283
2019,BMW,BMW,440i Gran Coupe,BMX,418,26.9078,46.6985,33.2486,21.1842,32.3505,25.0797
2019,BMW,BMW,440i xDrive Coupe,BMX,412,26.0363,44.2067,31.945,20.5558,30.794,24.1723
2019,BMW,BMW,440i xDrive Coupe,BMX,413,22.7,39.0596,27.9721,18.117,27.5234,21.4097
2019,BMW,BMW,440i xDrive Gran Coupe,BMX,420,26.0363,44.2067,31.945,20.5558,30.794,24.1723
2019,BMW,BMW,640i Gran Coupe,BMX,642,25.3451,41.743,30.7875,20.0549,29.2379,23.3559
2019,BMW,BMW,640i xDrive Gran Coupe,BMX,644,24.1641,40.1154,29.4302,19.1938,28.2005,22.4153
2019,BMW,BMW,650i Gran Coupe,BMX,657,22.0575,36.5631,26.8512,17.6412,25.9097,20.5995
2019,BMW,BMW,650i xDrive Gran Coupe,BMX,658,21.321,34.5151,25.7507,17.0934,24.5722,19.8061
2019,BMW,BMW,Alpina B6 xDrive Gran Coupe,BMX,659,21.321,34.5151,25.7507,17.0934,24.5722,19.8061
2019,BMW,BMW,M4 Coupe,BMX,481,20.6193,31.7667,24.4859,16.569,22.7577,18.8793
2019,BMW,BMW,M4 Coupe,BMX,480,21.9409,34.6259,26.272,17.5547,24.6449,20.1654
2019,BMW,BMW,M4 Coupe Competition,BMX,491,20.6193,31.7667,24.4859,16.569,22.7577,18.8793
2019,BMW,BMW,M4 Coupe Competition,BMX,490,21.9409,34.6259,26.272,17.5547,24.6449,20.1654
2019,BMW,BMW,M4 CS,BMX,488,20.6193,31.7667,24.4859,16.569,22.7577,18.8793
2019,BMW,BMW,M6 Gran Coupe,BMX,665,16.7405,28.1592,20.4771,13.6258,20.341,16.0033
2019,BMW,BMW,M6 Gran Coupe,BMX,664,17.9,30,21.8693,14.5136,21.5792,17.0216
2019,General Motors,Cadillac,ATS,GMX,187,28.3,43.5,33.5802,22.1809,30.3494,25.2376
2019,General Motors,Cadillac,ATS,GMX,155,24.1,40.8,29.5412,19.1468,28.6378,22.5028
2019,General Motors,Cadillac,ATS AWD,GMX,185,26.2,41.2,31.3335,20.6741,28.8926,23.7089
2019,General Motors,Cadillac,ATS AWD,GMX,338,22.1,36.1,26.7721,17.6728,25.6084,20.5366
2019,General Motors,Cadillac,ATS-V,GMX,157,21.1,35,25.6914,16.9285,24.89,19.7749
2019,General Motors,Cadillac,ATS-V,GMX,146,20.3,31.6,24.1931,16.3295,22.6469,18.6736
2019,General Motors,Chevrolet,CRUZE,GMX,209,39.8,56.2,45.8165,30.0849,38.1318,33.2416
2019,General Motors,Chevrolet,CRUZE,GMX,211,37.3,55.9,43.8685,28.4148,37.9529,32.038
2019,General Motors,Chevrolet,CRUZE,GMX,234,40.5,70.2,50.0238,31.0271,47.6434,36.8031
2019,General Motors,Chevrolet,CRUZE PREMIER,GMX,373,37.3,55.9,43.8685,28.4148,37.9529,32.038
2019,General Motors,Chevrolet,SONIC,GMX,200,33.1952,51.1,39.409,25.6155,34.046,28.8278
2019,General Motors,Chevrolet,SONIC,GMX,360,35.5,55.6,42.3972,27.1962,37.7782,31.1187
2019,Ford Motor Company,Ford,Fiesta ST FWD,FMX,143,32.8329,45.3475,37.4885,25.365,31.5087,27.8047
2019,Hyundai,GENESIS,G70 AWD,HYX,7,26.1966,39.1291,30.7735,20.6717,27.5681,23.2939
2019,Hyundai,GENESIS,G70 AWD,HYX,5,22.1,34.7467,26.4286,17.6728,24.7241,20.2749
2019,Hyundai,GENESIS,G70 RWD,HYX,8,28.0668,42.2206,33.053,22.0145,29.5409,24.8653
2019,Hyundai,GENESIS,G70 RWD,HYX,9,23.1,39.3,28.3608,18.4122,27.6779,21.6779
2019,Hyundai,GENESIS,G70 RWD,HYX,6,22.7,36.1344,27.2609,18.117,25.6308,20.8702
2019,Honda,Honda,CIVIC 2Dr,HNX,58,40.7748,58.6981,47.27,31.2369,39.6003,34.5174
2019,Honda,Honda,CIVIC 2Dr,HNX,57,39.2593,54.1,44.7881,30.0971,36.7995,32.7841
2019,Honda,Honda,CIVIC 2Dr,HNX,54,36.5,55.9,43.2552,27.8749,37.9529,31.6578
2019,Honda,Honda,CIVIC 2Dr,HNX,64,38.7,56.5,45.0928,30.0996,38.4193,33.3494
2019,Honda,Honda,CIVIC 2Dr,HNX,63,36.9483,53.2447,42.85,28.5037,36.2929,31.5509
2019,Honda,Honda,CIVIC 2Dr,HNX,62,32.9,51.5,39.2847,25.4114,35.3021,29.0774
2019,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,36,36.8121,56.6886,43.7085,28.0859,38.4227,31.9544
2019,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,37,36.1,54.9,42.6764,27.6039,37.3549,31.278
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,3,36.3,49.5,41.25,27.7395,34.0802,30.2742
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,4,32.1,47.2,37.4983,26.1663,33.2918,28.9551
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,1,35.4059,49.3787,40.5723,27.1321,34.0058,29.847
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,2,32.4,48.4,38.0621,25.0648,33.4036,28.2369
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster N,HYX,39,27.3623,38.4933,31.4554,22.2716,28.498,24.7001
2019,Jaguar Land Rover L,Jaguar,XE,JLX,765,42.6,63.2,49.9225,31.925,42.2412,35.8667
2019,Jaguar Land Rover L,Jaguar,XE,JLX,760,32.5,49,38.3043,25.1342,33.7731,28.4037
2019,Jaguar Land Rover L,Jaguar,XE,JLX,763,26.1,43,31.7079,20.6019,30.034,23.9925
2019,Jaguar Land Rover L,Jaguar,XE AWD,JLX,766,39.9,59.9,46.955,30.1512,40.3193,34.0109
2019,Jaguar Land Rover L,Jaguar,XE AWD,JLX,771,30.7,49.6,37.0537,23.8782,34.1416,27.6136
2019,Jaguar Land Rover L,Jaguar,XE AWD,JLX,764,25.2,40.9,30.4619,19.9494,28.7015,23.1223
2019,Jaguar Land Rover L,Jaguar,XE AWD,JLX,780,20.2024,30.916,23.9349,16.2544,22.1807,18.4758
2019,Kia,KIA MOTORS CORPORATION,Rio,KMX,35,36.9157,54.8821,43.2934,28.1558,37.3442,31.6614
2019,Kia,KIA MOTORS CORPORATION,Rio,KMX,36,37.5499,54.391,43.6289,28.583,37.0495,31.8592
2019,Toyota,LEXUS,GS F,TYX,25,19.6,32.4,23.8378,15.7756,24.3684,18.751
2019,Toyota,LEXUS,IS 300,TYX,58,26.8282,43.5915,32.4423,21.127,30.407,24.4904
2019,Toyota,LEXUS,IS 300 AWD,TYX,44,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965
2019,Toyota,LEXUS,IS 350,TYX,45,25,39.8,30.0241,19.8039,27.9986,22.8079
2019,Toyota,LEXUS,IS 350 AWD,TYX,46,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965
2019,MAZDA,MAZDA,CX-3 2WD,TKX,102,37.5072,49.033,41.944,28.5542,33.7934,30.6958
2019,MAZDA,MAZDA,CX-3 4WD,TKX,103,35.8038,45.5949,39.6338,27.4028,31.6633,29.169
2019,Mercedes-Benz,Mercedes-Benz,AMG CLA 45 4MATIC,MBX,210,29.3,43.2,34.2607,22.8912,30.1602,25.6759
2019,Mercedes-Benz,Mercedes-Benz,AMG CLS53 4MATIC+,MBX,320,26.8,38.5,31.0456,21.1067,27.1633,23.4607
2019,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (coupe),MBX,215,21,38.2,26.3362,16.8538,26.9699,20.2762
2019,Mercedes-Benz,Mercedes-Benz,C 300,MBX,113,29.2,49.5,35.8082,22.8204,34.0802,26.8058
2019,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,MBX,106,28.5,47.1,34.6592,22.3233,32.5998,26.0134
2019,Mercedes-Benz,Mercedes-Benz,CLA 250,MBX,240,31.4,53.6,38.593,24.3683,36.5736,28.6744
2019,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,MBX,36,30.6,46.3,36.1101,23.808,32.1028,26.9404
2019,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,MBX,212,30.6,46.3,36.1101,23.808,32.1028,26.9404
2019,Mercedes-Benz,Mercedes-Benz,CLS 450,MBX,350,30.7,43.9,35.504,23.8782,30.6012,26.4979
2019,Mercedes-Benz,Mercedes-Benz,CLS 450 4MATIC,MBX,351,29.7,42.7,34.4149,23.1741,29.8444,25.7655
2019,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC (coupe),MBX,213,21,37.2,26.1184,16.8538,26.3231,20.1091
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,MTX,102,48.5598,63.9,54.441,35.7383,42.6453,38.5478
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,MTX,101,44.9092,60.8039,50.8963,33.419,40.8484,36.398
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,MTX,104,47.4229,62.5362,53.2096,35.0215,41,37
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,MTX,103,44.4601,60.402,50.4522,33.1301,40,35
2019,Nissan,NISSAN,VERSA,NSX,101,40.9053,57.3771,46.9736,30.8151,38.8315,33.9709
2019,Nissan,NISSAN,VERSA,NSX,102,36,52.5,41.9301,27,35.909,30
2019,Rolls-Royce,Rolls-Royce Motor Cars Limited,Dawn,RRG,8,14.1674,25.0399,17.6079,11.6311,18.2188,13.8915
2019,Subaru,Subaru,WRX,FJX,25,23,33.7,26.834,18.3385,24.0365,20.5284
2019,Subaru,Subaru,WRX,FJX,24,26.0187,38.6849,30.5147,20.5431,27.2824,23.1122
2019,Subaru,Subaru,WRX,FJX,26,20.5697,30.6088,24.1313,16.5318,21.9864,18.6094
2019,Toyota,TOYOTA,C-HR,TYX,4,36,48.8,40.8178,27.0745,31.2658,28.8126
2019,Toyota,TOYOTA,COROLLA HATCHBACK,TYX,67,42.7963,62.2,49.7852,32.0528,41.6616,35.7647
2019,Toyota,TOYOTA,COROLLA HATCHBACK MANUAL,TYX,66,36.7,54.4,42.9952,28.0101,37.0549,31.4664
2019,Toyota,TOYOTA,COROLLA HATCHBACK XSE,TYX,68,39.5,56.5,45.6858,29.8859,38.3105,33.1681
2019,Toyota,TOYOTA,PRIUS c,TYX,69,68.8473,63.8901,66.5246,48,43.0323,46.2114
2019,Toyota,TOYOTA,YARIS,TYX,203,43.0775,60.2598,49.4185,32.2357,40,35
2019,Toyota,TOYOTA,YARIS,TYX,202,40.8658,59.3,47.5122,30,39,34.3374
2019,Volkswagen Group of,Volkswagen,Beetle,VGA,7,32.3057,48.6161,38.0502,26.0181,32.9587,28.7418
2019,Volkswagen Group of,Volkswagen,Golf,VGA,26,38.2,53.5,43.8421,29.0191,36.5133,31.9721
2019,Volkswagen Group of,Volkswagen,Golf,VGA,28,35.4499,53.585,41.8187,29.0298,37.3564,32.2662
2019,Volkswagen Group of,Volkswagen,GTI,VGA,45,28.8,44.2,34.1551,23.9544,32.1076,27.0448
2019,Volkswagen Group of,Volkswagen,Jetta,VGA,1,38.9283,59.4503,46.0874,30.1039,38.9661,33.5362
2019,Volkswagen Group of,Volkswagen,Jetta,VGA,2,37.3499,59.3,44.8146,29.7537,39.8518,33.583
2019,Volvo,"Volvo Cars of North America, LLC",S60 AWD,VVX,128,27,46.8,33.3492,21.2505,32.4136,25.1479
2019,Volvo,"Volvo Cars of North America, LLC",S60 FWD,VVX,127,30.5,52.3,37.5418,23.7377,35.7879,27.9767
2019,Honda,Acura,RLX,HNX,15,38.3,41.7,39.7588,28,29.2106,28
2019,Honda,Acura,RLX,HNX,14,25.1,41.6,30.5533,19.8767,29.1471,23.1967
2019,FCA US LLC,ALFA ROMEO,Giulia,CRX,405,30.2997,47.1487,36.1059,23.5969,32.63,26.9548
2019,FCA US LLC,ALFA ROMEO,Giulia,CRX,406,21.2313,34.2507,25.6124,17.0265,24.3987,19.7059
2019,FCA US LLC,ALFA ROMEO,Giulia AWD,CRX,407,28.7492,43.9,34.035,22.5005,30.6012,25.5433
2019,Volkswagen Group of,Audi,A5 Sportback quattro,VGA,22,30.3882,46.1393,35.9038,23.4534,33.5185,27.1178
2019,Volkswagen Group of,Audi,A6 quattro,VGA,41,28.0703,40.9607,32.7013,22.0171,28.7402,24.6075
2019,Volkswagen Group of,Audi,A7 quattro,VGA,40,28.0703,40.9607,32.7013,22.0171,28.7402,24.6075
2019,Volkswagen Group of,Audi,RS 5 Sportback,VGA,43,21.4,37,26.4109,17.4242,25.9985,20.4608
2019,Volkswagen Group of,Audi,S5 Sportback,VGA,33,26.4477,42.2309,31.795,20.8529,29.5474,24.0356
2019,Volkswagen Group of,Bentley,Mulsanne,VGA,30,11.2,20.8,14.1359,9.5936,16.2898,11.771
2019,BMW,BMW,530i,BMX,530,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016
2019,BMW,BMW,530i xDrive,BMX,532,29.8277,47.5509,35.8387,23.2643,32.8791,26.7896
2019,BMW,BMW,540i,BMX,540,26.0635,42.1371,31.4646,20.5755,29.488,23.8145
2019,BMW,BMW,540i xDrive,BMX,541,26.5435,41.9408,31.7964,20.922,29.3635,24.0308
2019,BMW,BMW,M5,BMX,560,18.1512,29.0277,21.8324,14.705,20.9265,16.9762
2019,BMW,BMW,M5 Competition,BMX,561,18.1512,29.0277,21.8324,14.705,20.9265,16.9762
2019,BMW,BMW,M550i xDrive,BMX,550,22.0317,35.7439,26.6286,17.6221,25.3762,20.4315
2019,General Motors,Buick,LACROSSE,GMX,83,32.9,48.5,38.4679,25.0789,34.7654,28.6741
2019,General Motors,Buick,LACROSSE,GMX,256,25.5,43.2,31.2644,20.1673,30.1602,23.7011
2019,General Motors,Buick,LACROSSE AWD,GMX,261,25.4,40.8,30.597,20.0948,28.6378,23.2106
2019,General Motors,Buick,REGAL,GMX,392,28.447,45.9262,34.3259,22.2856,31.8699,25.7735
2019,General Motors,Buick,REGAL AWD,GMX,355,27.2,42,32.326,21.3942,29.401,24.3822
2019,General Motors,Buick,REGAL AWD,GMX,262,25.4,40.8,30.597,19,27,22
2019,General Motors,Cadillac,CTS,GMX,188,27.9,44,33.3995,21.8954,30,25.1291
2019,General Motors,Cadillac,CTS,GMX,156,24.1,40.8,29.5412,19.1468,28.6378,22.5028
2019,General Motors,Cadillac,CTS,GMX,158,21.1,35,25.6914,16,24,19
2019,General Motors,Cadillac,CTS AWD,GMX,186,26.2,41.2,31.3335,20.6741,28.8926,23.7089
2019,General Motors,Cadillac,CTS AWD,GMX,339,22.1,36.1,26.7721,17.6728,25.6084,20.5366
2019,General Motors,Cadillac,CTS-V,GMX,37,16.9,29.8,20.9885,13.7484,21.4451,16.3965
2019,General Motors,Chevrolet,CRUZE HATCHBACK,GMX,212,37.3,55.9,43.8685,28.4148,37.9529,32.038
2019,General Motors,Chevrolet,CRUZE HATCHBACK,GMX,235,40.5,70.2,50.0238,30,45,35
2019,General Motors,Chevrolet,CRUZE PREMIER HATCHBACK,GMX,213,37.3,55.9,43.8685,28.4148,37,31
2019,General Motors,Chevrolet,MALIBU,GMX,189,37.8,52.3,43.1882,28.7509,35.7879,31.5418
2019,General Motors,Chevrolet,MALIBU,GMX,404,68.3,60.4,64.5035,49.4795,43.0602,46.3689
2019,General Motors,Chevrolet,MALIBU,GMX,375,28.6,45.6,34.3652,22.3944,31.6665,25.7929
2019,FCA US LLC,Dodge,Challenger,CRX,9,23.9,43.1,29.8923,19.0003,30.0971,22.7798
2019,FCA US LLC,Dodge,Challenger,CRX,10,19.8,35.1989,24.6535,15.9536,25.0202,19.062
2019,FCA US LLC,Dodge,Challenger,CRX,11,18.7,32.6,23.1399,15.1221,23.3102,17.9612
2019,FCA US LLC,Dodge,Challenger,CRX,12,18.0689,34.1366,22.9245,14.6423,24.3237,17.8371
2019,FCA US LLC,Dodge,Challenger,CRX,13,17.3,31.4,21.6811,14.0551,22.5138,16.9149
2019,FCA US LLC,Dodge,Challenger GT,CRX,30,23,38.1,27.9923,18.3385,26.9053,21.4055
2019,FCA US LLC,Dodge,Challenger SRT,CRX,14,16.1,28.8,20.0858,13.3461,22.0226,16.2222
2019,FCA US LLC,Dodge,Challenger SRT,CRX,15,16,27.7,19.7548,12.9929,20.5813,15.5775
2019,Ford Motor Company,Ford,FUSION AWD,FMX,14,25.0552,40.6079,30.2726,19.8441,28.5152,22.99
2019,Ford Motor Company,Ford,FUSION AWD,FMX,15,22.2,37.1,27.0972,17,26.2583,20
2019,Ford Motor Company,Ford,FUSION FWD,FMX,12,30.1418,48.666,36.3719,23.4857,33.5675,27.156
2019,Ford Motor Company,Ford,FUSION FWD,FMX,212,27.3,44,32.9231,21.4659,30.6641,24.8156
2019,Ford Motor Company,Ford,FUSION FWD,FMX,11,26.6253,45.0516,32.6311,20.9809,31.3237,24.6424
2019,Ford Motor Company,Ford,FUSION HYBRID FWD,FMX,16,62.1527,62.4712,62.2956,43,41,42
2019,Ford Motor Company,Ford,FUSION HYBRID TAXI,FMX,140,62.1527,62.4712,62.2956,43,40,41
2019,Honda,Honda,ACCORD 2.0T SPORT/TOURING,HNX,47,28.8,45.9,34.6007,22,31.8536,25.9525
2019,Honda,Honda,CIVIC 4Dr,HNX,56,41.4722,60.8736,48.4162,31.8435,41.6289,35.6103
2019,Honda,Honda,CIVIC 4Dr,HNX,55,39.5,55.4,45.3581,30.2746,37.7558,33.2383
2019,Honda,Honda,CIVIC 4Dr,HNX,53,36.5,55.9,43.2552,27.8749,37.9529,31.6578
2019,Honda,Honda,CIVIC 4Dr,HNX,61,38,57,44.7059,29.6879,38.3228,33.0377
2019,Honda,Honda,CIVIC 4Dr,HNX,60,37,53.8,43.0493,28.7904,37.0536,32.0019
2019,Honda,Honda,CIVIC 4Dr,HNX,59,32.9,53.4,39.7705,25.4114,36.453,29.4217
2019,Honda,Honda,INSIGHT,HNX,16,79.992,72.5994,76.4872,54.9485,48.7657,51.9827
2019,Honda,Honda,INSIGHT TOURING,HNX,17,73.165,67.2416,70.3752,51.2457,44.5034,47.975
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,38,41.4,58.8,47.7599,31.5612,39.8483,34.8198
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,58,33.2,46.7,38.1647,26.4716,33.3906,29.1938
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,59,28,43.1,33.2406,21.9668,30.0971,25.0067
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,29,37.0197,54.3066,43.2092,28.226,36.9988,31.5974
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,30,33.4,52.1,39.8338,25.7569,35.6666,29.4374
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra SE,HYX,28,38.2345,56.5397,44.7549,29.0422,38.3341,32.5978
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID,HYX,60,55.9,64,59.276,39,44.3066,41
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,HYX,61,56,64,59.3377,40,46,42
2019,Nissan,INFINITI,Q50,NSX,161,29.1696,46.1663,34.9618,22.7989,30.1099,25
2019,Nissan,INFINITI,Q50,NSX,131,24.9996,41.099,30.3495,19.8036,28.8283,23.0508
2019,Nissan,INFINITI,Q50 AWD,NSX,162,28.1675,43.5173,33.482,22.0864,27.8526,24.3554
2019,Nissan,INFINITI,Q50 AWD,NSX,132,23.7735,38.2199,28.6459,18.9075,26.9827,21.8501
2019,Nissan,INFINITI,Q50 AWD RED SPORT,NSX,135,24.4963,36.7989,28.8342,19.4367,26.0629,21.9477
2019,Nissan,INFINITI,Q50 RED SPORT,NSX,133,24.5984,36.9499,28.9538,19.5112,26.1609,22.0312
2019,Nissan,INFINITI,Q70,NSX,151,23.3706,36.6139,27.914,18,25,21.3231
2019,Nissan,INFINITI,Q70,NSX,111,19.9489,34.1997,24.5529,16.0657,24.3652,18.9741
2019,Nissan,INFINITI,Q70 AWD,NSX,152,22.2111,33.6574,26.2244,17.7552,24.0084,20.1125
2019,Nissan,INFINITI,Q70 AWD,NSX,112,19.2247,31.8499,23.3985,15.5195,22.8129,18.1274
2019,Jaguar Land Rover L,Jaguar,XF,JLX,265,41.3,62.3,48.6848,31.0756,41.7197,35.1055
2019,Jaguar Land Rover L,Jaguar,XF,JLX,260,32.5,49,38.3043,25.1342,33.7731,28.4037
2019,Jaguar Land Rover L,Jaguar,XF,JLX,262,25.3,42,30.8134,20.0221,29.401,23.378
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,266,39.9,59.9,46.955,30.1512,40.3193,34.0109
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,264,29.8,47,35.675,23.2447,32.5377,26.6728
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,263,24.8,39.6,29.8142,19.6583,27.8704,22.6633
2019,Kia,KIA MOTORS CORPORATION,Forte,KMX,26,39.6848,58.6475,46.4421,30.0085,39.5827,33.6738
2019,Kia,KIA MOTORS CORPORATION,Forte,KMX,27,35.8,54.2,42.2552,27.4002,36.9348,31.0015
2019,Kia,KIA MOTORS CORPORATION,Forte FE,KMX,25,40.8,61.4,48.0552,30.7457,41.1962,34.7078
2019,Kia,KIA MOTORS CORPORATION,Optima Hybrid,KMX,30,56.5,62.5994,59.0909,38.5799,45.3959,41.3755
2019,Kia,KIA MOTORS CORPORATION,Stinger AWD,KMX,21,27,41.3,31.9834,21.2505,28.9563,24.1415
2019,Kia,KIA MOTORS CORPORATION,Stinger AWD,KMX,23,23.2,34.6,27.2385,18.4859,24.6279,20.8228
2019,Kia,KIA MOTORS CORPORATION,Stinger RWD,KMX,22,27.6477,41.494,32.5329,21.715,29.0797,24.5081
2019,Kia,KIA MOTORS CORPORATION,Stinger RWD,KMX,24,23.6,35.5,27.7923,18.7801,25.217,21.2173
2019,Toyota,LEXUS,ES 300h,TYX,65,59.9666,61.1064,60.4742,43,44.6225,44.1781
2019,Toyota,LEXUS,ES 350,TYX,34,28.0138,46.955,34.2269,21.9767,32.5098,25.7278
2019,Toyota,LEXUS,ES 350 F SPORT,TYX,64,27.5,44.8,33.2838,21.6093,31.1662,25.0685
2019,Toyota,LEXUS,GS 300,TYX,105,28.1,46,34.0651,22.0382,31.9159,25.6041
2019,Toyota,LEXUS,GS 300 F SPORT,TYX,60,26.3,42.5,31.7452,20.7463,29.7178,24.0078
2019,Toyota,LEXUS,GS 350,TYX,42,25,39.8,30.0241,19.8039,27.9986,22.8079
2019,Toyota,LEXUS,GS 350 AWD,TYX,43,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965
2019,Toyota,LEXUS,GS 350 F SPORT,TYX,50,23.6,38.5,28.5768,18.7801,27.1633,21.8089
2019,Toyota,LEXUS,LS 500,TYX,95,24.1408,43.0435,30.0865,19.1767,30.0614,22.9095
2019,Toyota,LEXUS,LS 500 AWD,TYX,96,22.3177,38.5468,27.5344,17.8342,27.1935,21.1025
2019,Toyota,LEXUS,LS 500h,TYX,90,33.6955,46.1248,38.3453,24.9263,32.9544,27.9953
2019,Toyota,LEXUS,LS 500h AWD,TYX,91,30.4958,41.4229,34.6035,22.859,30.7088,25.8302
2019,Ford Motor Company,Lincoln,MKZ AWD,FMX,18,25.0552,40.6079,30.2726,19.8441,28.5152,22.99
2019,Ford Motor Company,Lincoln,MKZ AWD,FMX,21,21,36.2,25.8924,16.8538,25.6735,19.9357
2019,Ford Motor Company,Lincoln,MKZ FWD,FMX,19,25.4,44.3,31.4351,20.0948,30.8526,23.8346
2019,Ford Motor Company,Lincoln,MKZ FWD,FMX,20,22,38.5,27.2566,17.5986,27.1633,20.9122
2019,Ford Motor Company,Lincoln,MKZ HYBRID FWD,FMX,22,62.1527,62.4712,62.2956,42,39,41
2019,Maserati,MASERATI,Ghibli  S RWD,MAX,38,19.8,33.3,24.2182,15.9536,23.7728,18.7251
2019,Maserati,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),MAX,36,20.8,33.5,25.0783,16.7042,23.9047,19.3234
2019,Maserati,MASERATI,Ghibli V6 SQ4 AWD,MAX,35,19.8,33.1,24.1704,15.9536,23.6408,18.6881
2019,Mercedes-Benz,Mercedes-Benz,AMG E53 4MATIC+,MBX,317,26.7,40.3,31.4807,21.0347,28.3185,23.788
2019,Mercedes-Benz,Mercedes-Benz,E 300,MBX,332,27.3,43.5,32.7962,21.4659,30.3494,24.7223
2019,Mercedes-Benz,Mercedes-Benz,E 300 4MATIC,MBX,338,27.3,41.2,32.1866,21.4659,28.8926,24.2736
2019,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC,MBX,302,25,39.3,29.895,19.8039,27.6779,22.7114
2019,BMW,Mini,COOPER CLUBMAN,BMX,30,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554
2019,BMW,Mini,COOPER CLUBMAN,BMX,31,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321
2019,BMW,Mini,COOPER CLUBMAN ALL4,BMX,40,29.5784,44.1889,34.7485,23.0882,30.7828,26.0144
2019,BMW,Mini,COOPER CLUBMAN ALL4,BMX,41,28.6271,45.8441,34.449,22.4137,31.8188,25.8524
2019,BMW,Mini,COOPER COUNTRYMAN,BMX,38,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554
2019,BMW,Mini,COOPER COUNTRYMAN,BMX,39,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321
2019,BMW,Mini,COOPER COUNTRYMAN ALL4,BMX,48,29.2191,42.4,33.9714,22.8339,29.6545,25.4701
2019,BMW,Mini,COOPER COUNTRYMAN ALL4,BMX,49,28.6271,45.8441,34.449,22.4137,31.8188,25.8524
2019,BMW,Mini,COOPER S CLUBMAN,BMX,50,29.9291,46.3257,35.5991,23.3358,32.1188,26.6103
2019,BMW,Mini,COOPER S CLUBMAN,BMX,51,28.1319,44.3572,33.6749,22.061,30.8885,25.3168
2019,BMW,Mini,COOPER S CLUBMAN ALL4,BMX,70,28.7525,44.4546,34.1863,22.5029,30.9496,25.6535
2019,BMW,Mini,COOPER S CLUBMAN ALL4,BMX,71,26.1675,43.7244,31.9385,20.6507,30.4907,24.1592
2019,BMW,Mini,COOPER S COUNTRYMAN,BMX,60,29.9291,46.3257,35.5991,23.3358,32.1188,26.6103
